first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
298,104,104,Nuzleaf,Onix,Onix
551,425,551,Shaymin Land Forme,Primal Groudon,Shaymin Land Forme
62,758,758,Mankey,Malamar,Malamar
160,275,275,Dratini,Sceptile,Sceptile
111,519,519,Exeggcute,Magmortar,Magmortar
177,447,177,Furret,Kricketot,Furret
31,231,31,Pikachu,Shuckle,Pikachu
290,329,329,Silcoon,Mawile,Mawile
346,793,793,Gulpin,Xerneas,Xerneas
634,278,634,Minccino,Combusken,Minccino
679,621,679,Accelgor,Scraggy,Accelgor
762,687,687,Dragalge,Bisharp,Bisharp
654,178,178,Frillish,Hoothoot,Hoothoot
313,469,313,Vigoroth,Cherrim,Vigoroth
20,642,20,Mega Beedrill,Ducklett,Mega Beedrill
94,654,654,Seel,Frillish,Frillish
453,660,660,Roserade,Ferrothorn,Ferrothorn
23,31,23,Pidgeot,Pikachu,Pidgeot
730,571,571,Fletchling,Pansage,Pansage
75,141,141,Machamp,Gyarados,Gyarados
105,596,596,Drowzee,Tympole,Tympole
648,380,648,Sawsbuck,Anorith,Sawsbuck
152,265,265,Kabuto,Suicune,Suicune
111,221,221,Exeggcute,Forretress,Forretress
524,211,524,Gliscor,Quagsire,Gliscor
276,699,276,Mega Sceptile,Volcarona,Mega Sceptile
281,334,334,Mudkip,Mega Aggron,Mega Aggron
692,595,595,Mandibuzz,Conkeldurr,Conkeldurr
542,302,542,Palkia,Wingull,Palkia
130,65,65,Staryu,Arcanine,Arcanine
590,406,406,Excadrill,Luvdisc,Luvdisc
207,314,314,Sunkern,Slaking,Slaking
10,562,562,Squirtle,Dewott,Dewott
263,522,263,Raikou,Leafeon,Raikou
161,635,635,Dragonair,Cinccino,Cinccino
651,141,141,Escavalier,Gyarados,Gyarados
704,162,704,Tornadus Therian Forme,Dragonite,Tornadus Therian Forme
453,198,453,Roserade,Bellossom,Roserade
138,750,138,Mega Pinsir,Doublade,Mega Pinsir
798,761,798,Hoopa Confined,Skrelp,Hoopa Confined
138,504,138,Mega Pinsir,Croagunk,Mega Pinsir
231,636,636,Shuckle,Gothita,Gothita
232,245,232,Heracross,Mantine,Heracross
650,763,650,Karrablast,Clauncher,Karrablast
713,588,588,Kyurem White Kyurem,Swoobat,Swoobat
288,18,288,Linoone,Kakuna,Linoone
696,13,13,Zweilous,Mega Blastoise,Mega Blastoise
413,603,603,Metagross,Leavanny,Leavanny
712,772,772,Kyurem Black Kyurem,Hawlucha,Hawlucha
643,359,643,Swanna,Spinda,Swanna
268,362,362,Tyranitar,Flygon,Flygon
607,72,72,Cottonee,Mega Alakazam,Mega Alakazam
335,751,751,Meditite,Aegislash Blade Forme,Aegislash Blade Forme
542,753,542,Palkia,Spritzee,Palkia
287,182,287,Zigzagoon,Spinarak,Zigzagoon
549,414,414,Manaphy,Mega Metagross,Mega Metagross
434,615,615,  Grotle  ,Darumaka,Darumaka
238,477,477,Magcargo,Mega Lopunny,Mega Lopunny
295,344,344,Lombre,Illumise,Illumise
50,309,309,Gloom,Masquerain,Masquerain
163,508,163,Mewtwo,Lumineon,Mewtwo
74,259,259,Machoke,Elekid,Elekid
704,559,704,Tornadus Therian Forme,Pignite,Tornadus Therian Forme
244,290,244,Delibird,Silcoon,Delibird
708,572,572,Zekrom,Simisage,Simisage
13,762,13,Mega Blastoise,Dragalge,Mega Blastoise
400,177,177,Sealeo,Furret,Furret
519,190,519,Magmortar,Togepi,Magmortar
164,80,164,Mega Mewtwo X,Tentacruel,Mega Mewtwo X
672,470,672,Axew,Shellos,Axew
326,85,85,Delcatty,Rapidash,Rapidash
107,690,690,Krabby,Braviary,Braviary
371,393,393,Solrock,Absol,Absol
397,224,397,Glalie,Steelix,Glalie
60,798,798,Psyduck,Hoopa Confined,Hoopa Confined
240,412,412,Piloswine,Metang,Metang
201,153,153,Sudowoodo,Kabutops,Kabutops
760,151,760,Barbaracle,Omastar,Barbaracle
75,20,20,Machamp,Mega Beedrill,Mega Beedrill
778,476,476,Klefki,Lopunny,Lopunny
192,600,600,Natu,Sawk,Sawk
552,771,552,Shaymin Sky Forme,Sylveon,Shaymin Sky Forme
182,82,82,Spinarak,Graveler,Graveler
606,670,606,  Scolipede  ,Lampent,  Scolipede  
450,156,450,Luxio,Snorlax,Luxio
346,610,610,Gulpin,Lilligant,Lilligant
449,744,744,Shinx,Pangoro,Pangoro
11,360,11,Wartortle,Trapinch,Wartortle
434,21,21,  Grotle  ,Pidgey,Pidgey
725,248,248,Froakie,Houndoom,Houndoom
460,99,99,Wormadam Sandy Cloak,Cloyster,Cloyster
216,346,216,Misdreavus,Gulpin,Misdreavus
446,665,446,Bibarel,Eelektrik,Bibarel
91,124,124,  Farfetch'd  ,Kangaskhan,Kangaskhan
319,585,319,Loudred,Boldore,Loudred
725,481,481,Froakie,Purugly,Purugly
308,741,308,Surskit,Skiddo,Surskit
5,575,5,Charmander,Panpour,Charmander
312,85,85,Slakoth,Rapidash,Rapidash
215,767,767,Slowking,Tyrunt,Tyrunt
371,127,127,Solrock,Seadra,Seadra
264,130,264,Entei,Staryu,Entei
304,514,514,Ralts,Magnezone,Magnezone
579,525,579,Pidove,Mamoswine,Pidove
40,312,40,Nidoking,Slakoth,Nidoking
733,537,537,Scatterbug,Mow Rotom,Mow Rotom
633,598,633,Zoroark,Seismitoad,Zoroark
718,584,718,Genesect,Roggenrola,Genesect
177,373,177,Furret,Whiscash,Furret
795,442,442,Zygarde Half Forme,Starly,Starly
791,714,714,Noibat,Keldeo Ordinary Forme,Keldeo Ordinary Forme
5,546,546,Charmander,Giratina Origin Forme,Giratina Origin Forme
706,152,706,Thundurus Therian Forme,Kabuto,Thundurus Therian Forme
272,582,272,Celebi,Blitzle,Celebi
56,205,205,Diglett,Jumpluff,Jumpluff
340,184,340,Mega Manectric,Crobat,Mega Manectric
728,117,728,Bunnelby,Lickitung,Bunnelby
413,254,254,Metagross,Stantler,Stantler
22,211,22,Pidgeotto,Quagsire,Pidgeotto
659,131,659,Ferroseed,Starmie,Ferroseed
714,323,714,Keldeo Ordinary Forme,Azurill,Keldeo Ordinary Forme
257,84,84,Hitmontop,Ponyta,Ponyta
233,495,495,Mega Heracross,Mega Garchomp,Mega Garchomp
623,674,674,Sigilyph,Haxorus,Haxorus
777,728,777,Goodra,Bunnelby,Goodra
253,327,327,Porygon2,Sableye,Sableye
382,536,536,Feebas,Fan Rotom,Fan Rotom
75,123,123,Machamp,Tangela,Tangela
290,468,468,Silcoon,Cherubi,Cherubi
638,393,393,Gothitelle,Absol,Absol
646,196,646,Vanilluxe,Ampharos,Vanilluxe
394,622,394,Mega Absol,Scrafty,Mega Absol
207,409,409,Sunkern,Salamence,Salamence
223,606,606,Gligar,  Scolipede  ,  Scolipede  
316,692,316,Ninjask,Mandibuzz,Ninjask
711,431,711,Kyurem,Deoxys Defense Forme,Kyurem
790,449,449,Avalugg,Shinx,Shinx
784,84,84,Pumpkaboo Super Size,Ponyta,Ponyta
82,756,756,Graveler,Slurpuff,Slurpuff
257,786,786,Hitmontop,Gourgeist Small Size,Gourgeist Small Size
82,143,143,Graveler,Lapras,Lapras
335,650,650,Meditite,Karrablast,Karrablast
661,39,661,Klink,Nidorino,Klink
382,496,496,Feebas,Munchlax,Munchlax
351,136,136,Wailmer,Magmar,Magmar
666,434,666,Eelektross,  Grotle  ,Eelektross
626,672,672,Tirtouga,Axew,Axew
687,59,59,Bisharp,Persian,Persian
331,173,173,Aron,Totodile,Totodile
476,104,476,Lopunny,Onix,Lopunny
390,402,402,Dusclops,Clamperl,Clamperl
304,539,539,Ralts,Mesprit,Mesprit
781,299,299,Pumpkaboo Average Size,Shiftry,Shiftry
409,589,409,Salamence,Drilbur,Salamence
254,534,534,Stantler,Wash Rotom,Wash Rotom
728,543,543,Bunnelby,Heatran,Heatran
599,381,381,Throh,Armaldo,Armaldo
790,610,790,Avalugg,Lilligant,Avalugg
309,5,5,Masquerain,Charmander,Charmander
703,695,703,Tornadus Incarnate Forme,Deino,Tornadus Incarnate Forme
344,48,48,Illumise,Golbat,Golbat
488,660,660,Mime Jr.,Ferrothorn,Ferrothorn
277,106,106,Torchic,Hypno,Hypno
674,179,674,Haxorus,Noctowl,Haxorus
365,739,739,Swablu,Floette,Floette
724,384,724,Delphox,Castform,Delphox
201,774,774,Sudowoodo,Carbink,Carbink
662,673,673,Klang,Fraxure,Fraxure
130,477,477,Staryu,Mega Lopunny,Mega Lopunny
420,82,420,Latios,Graveler,Latios
202,504,202,Politoed,Croagunk,Politoed
538,228,538,Uxie,Qwilfish,Uxie
165,137,165,Mega Mewtwo Y,Pinsir,Mega Mewtwo Y
528,658,528,Mega Gallade,Galvantula,Mega Gallade
593,205,205,Timburr,Jumpluff,Jumpluff
310,216,216,Shroomish,Misdreavus,Misdreavus
634,372,634,Minccino,Barboach,Minccino
170,619,170,Cyndaquil,Dwebble,Cyndaquil
258,601,258,Smoochum,Sewaddle,Smoochum
766,423,766,Heliolisk,Primal Kyogre,Heliolisk
339,619,339,Manectric,Dwebble,Manectric
380,64,380,Anorith,Growlithe,Anorith
601,34,34,Sewaddle,Sandslash,Sandslash
391,226,391,Tropius,Snubbull,Tropius
89,283,283,Magnemite,Swampert,Swampert
735,218,735,Vivillon,Wobbuffet,Vivillon
395,626,395,Wynaut,Tirtouga,Wynaut
463,515,463,Combee,Lickilicky,Combee
22,52,22,Pidgeotto,Paras,Pidgeotto
620,49,620,Crustle,Oddish,Crustle
440,186,186,Prinplup,Lanturn,Lanturn
284,749,284,Mega Swampert,Honedge,Mega Swampert
193,498,193,Xatu,Lucario,Xatu
146,171,171,Vaporeon,Quilava,Quilava
575,711,711,Panpour,Kyurem,Kyurem
159,589,159,Moltres,Drilbur,Moltres
315,137,137,Nincada,Pinsir,Pinsir
62,94,62,Mankey,Seel,Mankey
643,305,643,Swanna,Kirlia,Swanna
650,473,473,Karrablast,Drifloon,Drifloon
299,643,643,Shiftry,Swanna,Swanna
637,446,446,Gothorita,Bibarel,Bibarel
453,278,453,Roserade,Combusken,Roserade
143,609,143,Lapras,Petilil,Lapras
310,223,223,Shroomish,Gligar,Gligar
380,450,380,Anorith,Luxio,Anorith
220,266,266,Pineco,Larvitar,Larvitar
145,205,205,Eevee,Jumpluff,Jumpluff
395,92,92,Wynaut,Doduo,Doduo
356,309,356,Torkoal,Masquerain,Torkoal
609,482,482,Petilil,Chingling,Chingling
792,718,792,Noivern,Genesect,Noivern
702,680,702,Virizion,Stunfisk,Virizion
428,225,428,Jirachi,Mega Steelix,Jirachi
190,371,371,Togepi,Solrock,Solrock
663,47,663,Klinklang,Zubat,Klinklang
752,541,541,Aegislash Shield Forme,Dialga,Dialga
568,56,56,Stoutland,Diglett,Diglett
129,443,443,Seaking,Staravia,Staravia
678,776,776,Shelmet,Sliggoo,Sliggoo
2,733,2,Ivysaur,Scatterbug,Ivysaur
698,615,698,Larvesta,Darumaka,Larvesta
427,386,427,Mega Rayquaza,Shuppet,Mega Rayquaza
425,126,425,Primal Groudon,Horsea,Primal Groudon
157,298,157,Articuno,Nuzleaf,Articuno
258,432,432,Smoochum,Deoxys Speed Forme,Deoxys Speed Forme
635,662,635,Cinccino,Klang,Cinccino
715,24,24,Keldeo Resolute Forme,Mega Pidgeot,Mega Pidgeot
633,379,633,Zoroark,Cradily,Zoroark
145,625,625,Eevee,Cofagrigus,Cofagrigus
510,338,338,Snover,Electrike,Electrike
202,49,202,Politoed,Oddish,Politoed
535,182,535,Frost Rotom,Spinarak,Frost Rotom
169,764,169,Meganium,Clawitzer,Meganium
59,785,785,Persian,Gourgeist Average Size,Gourgeist Average Size
439,107,107,Piplup,Krabby,Krabby
59,142,59,Persian,Mega Gyarados,Persian
288,560,288,Linoone,Emboar,Linoone
440,762,440,Prinplup,Dragalge,Prinplup
586,745,586,Gigalith,Furfrou,Gigalith
499,88,499,Mega Lucario,Mega Slowbro,Mega Lucario
558,613,613,Tepig,Krokorok,Krokorok
626,557,557,Tirtouga,Serperior,Serperior
750,675,675,Doublade,Cubchoo,Cubchoo
370,25,25,Lunatone,Rattata,Rattata
582,332,582,Blitzle,Lairon,Blitzle
294,664,664,Lotad,Tynamo,Tynamo
23,613,23,Pidgeot,Krokorok,Pidgeot
371,190,371,Solrock,Togepi,Solrock
370,586,586,Lunatone,Gigalith,Gigalith
682,296,682,Mienshao,Ludicolo,Mienshao
205,309,205,Jumpluff,Masquerain,Jumpluff
552,218,552,Shaymin Sky Forme,Wobbuffet,Shaymin Sky Forme
747,370,747,Meowstic Male,Lunatone,Meowstic Male
445,661,445,Bidoof,Klink,Bidoof
453,392,453,Roserade,Chimecho,Roserade
49,301,301,Oddish,Swellow,Swellow
645,648,648,Vanillish,Sawsbuck,Sawsbuck
265,215,265,Suicune,Slowking,Suicune
675,330,330,Cubchoo,Mega Mawile,Mega Mawile
568,742,568,Stoutland,Gogoat,Stoutland
224,295,295,Steelix,Lombre,Lombre
266,352,352,Larvitar,Wailord,Wailord
18,148,148,Kakuna,Flareon,Flareon
493,196,493,Gabite,Ampharos,Gabite
68,451,451,Poliwrath,Luxray,Luxray
405,89,405,Relicanth,Magnemite,Relicanth
25,39,25,Rattata,Nidorino,Rattata
274,84,274,Grovyle,Ponyta,Grovyle
642,395,642,Ducklett,Wynaut,Ducklett
105,788,788,Drowzee,Gourgeist Super Size,Gourgeist Super Size
619,40,40,Dwebble,Nidoking,Nidoking
514,163,163,Magnezone,Mewtwo,Mewtwo
561,86,561,Oshawott,Slowpoke,Oshawott
766,76,766,Heliolisk,Bellsprout,Heliolisk
783,14,783,Pumpkaboo Large Size,Caterpie,Pumpkaboo Large Size
593,687,687,Timburr,Bisharp,Bisharp
428,161,428,Jirachi,Dragonair,Jirachi
738,399,738,Flabébé,Spheal,Flabébé
225,335,225,Mega Steelix,Meditite,Mega Steelix
223,427,427,Gligar,Mega Rayquaza,Mega Rayquaza
403,763,403,Huntail,Clauncher,Huntail
685,241,685,Golurk,Corsola,Golurk
752,165,165,Aegislash Shield Forme,Mega Mewtwo Y,Mega Mewtwo Y
45,394,394,Jigglypuff,Mega Absol,Mega Absol
561,594,561,Oshawott,Gurdurr,Oshawott
629,13,629,Archeops,Mega Blastoise,Archeops
240,286,286,Piloswine,Mightyena,Mightyena
667,602,602,Elgyem,Swadloon,Swadloon
171,372,171,Quilava,Barboach,Quilava
131,684,131,Starmie,Golett,Starmie
454,435,454,Cranidos,Torterra,Cranidos
349,449,349,Sharpedo,Shinx,Sharpedo
611,769,611,Basculin,Amaura,Basculin
727,515,727,Greninja,Lickilicky,Greninja
784,81,784,Pumpkaboo Super Size,Geodude,Pumpkaboo Super Size
508,54,508,Lumineon,Venonat,Lumineon
397,796,397,Glalie,Diancie,Glalie
761,463,761,Skrelp,Combee,Skrelp
376,790,790,Baltoy,Avalugg,Avalugg
29,174,174,Ekans,Croconaw,Croconaw
729,453,453,Diggersby,Roserade,Roserade
247,780,247,Houndour,Trevenant,Houndour
272,355,272,Celebi,Mega Camerupt,Celebi
541,627,541,Dialga,Carracosta,Dialga
14,84,84,Caterpie,Ponyta,Ponyta
514,348,348,Magnezone,Carvanha,Carvanha
181,517,181,Ledian,Tangrowth,Ledian
654,647,647,Frillish,Deerling,Deerling
464,373,373,Vespiquen,Whiscash,Whiscash
279,430,430,Blaziken,DeoxysAttack Forme,DeoxysAttack Forme
438,114,438,Infernape,Marowak,Infernape
510,22,22,Snover,Pidgeotto,Pidgeotto
120,158,120,Rhyhorn,Zapdos,Rhyhorn
742,20,20,Gogoat,Mega Beedrill,Mega Beedrill
598,595,598,Seismitoad,Conkeldurr,Seismitoad
123,334,123,Tangela,Mega Aggron,Tangela
667,726,726,Elgyem,Frogadier,Frogadier
760,408,760,Barbaracle,Shelgon,Barbaracle
795,15,795,Zygarde Half Forme,Metapod,Zygarde Half Forme
371,429,429,Solrock,Deoxys Normal Forme,Deoxys Normal Forme
70,254,70,Kadabra,Stantler,Kadabra
349,607,349,Sharpedo,Cottonee,Sharpedo
357,422,422,Spoink,Kyogre,Kyogre
221,780,780,Forretress,Trevenant,Trevenant
381,638,638,Armaldo,Gothitelle,Gothitelle
538,557,557,Uxie,Serperior,Serperior
599,352,352,Throh,Wailord,Wailord
229,562,229,Scizor,Dewott,Scizor
490,13,490,Chatot,Mega Blastoise,Chatot
511,170,170,Abomasnow,Cyndaquil,Cyndaquil
238,268,268,Magcargo,Tyranitar,Tyranitar
55,647,55,Venomoth,Deerling,Venomoth
354,685,685,Camerupt,Golurk,Golurk
694,638,694,Durant,Gothitelle,Durant
150,47,47,Omanyte,Zubat,Zubat
561,707,707,Oshawott,Reshiram,Reshiram
58,643,643,Meowth,Swanna,Swanna
328,186,186,Mega Sableye,Lanturn,Lanturn
30,672,30,Arbok,Axew,Arbok
311,356,311,Breloom,Torkoal,Breloom
570,367,570,Liepard,Mega Altaria,Liepard
439,521,521,Piplup,Yanmega,Yanmega
414,658,414,Mega Metagross,Galvantula,Mega Metagross
499,152,499,Mega Lucario,Kabuto,Mega Lucario
444,482,444,Staraptor,Chingling,Staraptor
294,777,777,Lotad,Goodra,Goodra
729,705,705,Diggersby,Thundurus Incarnate Forme,Thundurus Incarnate Forme
318,767,767,Whismur,Tyrunt,Tyrunt
434,526,526,  Grotle  ,Porygon-Z,Porygon-Z
678,397,397,Shelmet,Glalie,Glalie
184,105,184,Crobat,Drowzee,Crobat
787,629,629,Gourgeist Large Size,Archeops,Archeops
114,185,185,Marowak,Chinchou,Chinchou
217,435,435,Unown,Torterra,Torterra
278,286,286,Combusken,Mightyena,Mightyena
641,565,565,Reuniclus,Watchog,Watchog
708,125,125,Zekrom,Mega Kangaskhan,Mega Kangaskhan
96,15,15,Grimer,Metapod,Metapod
1,324,1,Bulbasaur,Nosepass,Bulbasaur
498,132,132,Lucario,Mr. Mime,Mr. Mime
167,461,167,Chikorita,Wormadam Trash Cloak,Chikorita
438,133,438,Infernape,Scyther,Infernape
584,522,522,Roggenrola,Leafeon,Leafeon
559,515,559,Pignite,Lickilicky,Pignite
656,555,656,Alomomola,Snivy,Alomomola
48,413,413,Golbat,Metagross,Metagross
364,247,247,Cacturne,Houndour,Houndour
531,275,275,Froslass,Sceptile,Sceptile
158,562,158,Zapdos,Dewott,Zapdos
541,662,541,Dialga,Klang,Dialga
771,643,643,Sylveon,Swanna,Swanna
22,541,541,Pidgeotto,Dialga,Dialga
60,145,145,Psyduck,Eevee,Eevee
516,243,243,Rhyperior,Octillery,Octillery
517,169,169,Tangrowth,Meganium,Meganium
705,711,705,Thundurus Incarnate Forme,Kyurem,Thundurus Incarnate Forme
205,218,205,Jumpluff,Wobbuffet,Jumpluff
279,402,279,Blaziken,Clamperl,Blaziken
696,731,731,Zweilous,Fletchinder,Fletchinder
263,547,263,Raikou,Cresselia,Raikou
405,157,157,Relicanth,Articuno,Articuno
624,116,624,Yamask,Hitmonchan,Yamask
732,86,86,Talonflame,Slowpoke,Slowpoke
507,325,507,Finneon,Skitty,Finneon
468,291,291,Cherubi,Beautifly,Beautifly
800,132,132,Volcanion,Mr. Mime,Mr. Mime
513,379,513,Weavile,Cradily,Weavile
590,303,590,Excadrill,Pelipper,Excadrill
505,245,505,Toxicroak,Mantine,Toxicroak
461,309,309,Wormadam Trash Cloak,Masquerain,Masquerain
694,345,694,Durant,Roselia,Durant
97,34,34,Muk,Sandslash,Sandslash
317,260,260,Shedinja,Magby,Magby
245,494,245,Mantine,Garchomp,Mantine
243,459,243,Octillery,Wormadam Plant Cloak,Octillery
748,123,748,Meowstic Female,Tangela,Meowstic Female
527,725,527,Gallade,Froakie,Gallade
213,42,213,Umbreon,Clefable,Umbreon
179,289,179,Noctowl,Wurmple,Noctowl
427,403,427,Mega Rayquaza,Huntail,Mega Rayquaza
211,207,211,Quagsire,Sunkern,Quagsire
648,606,606,Sawsbuck,  Scolipede  ,  Scolipede  
277,300,300,Torchic,Taillow,Taillow
62,48,48,Mankey,Golbat,Golbat
6,25,6,Charmeleon,Rattata,Charmeleon
167,229,229,Chikorita,Scizor,Scizor
641,608,608,Reuniclus,Whimsicott,Whimsicott
623,427,427,Sigilyph,Mega Rayquaza,Mega Rayquaza
557,213,557,Serperior,Umbreon,Serperior
663,106,663,Klinklang,Hypno,Klinklang
682,637,682,Mienshao,Gothorita,Mienshao
432,373,432,Deoxys Speed Forme,Whiscash,Deoxys Speed Forme
459,282,282,Wormadam Plant Cloak,Marshtomp,Marshtomp
520,54,520,Togekiss,Venonat,Togekiss
136,352,136,Magmar,Wailord,Magmar
636,640,636,Gothita,Duosion,Gothita
593,783,783,Timburr,Pumpkaboo Large Size,Pumpkaboo Large Size
250,59,59,Kingdra,Persian,Persian
335,202,202,Meditite,Politoed,Politoed
21,74,21,Pidgey,Machoke,Pidgey
187,560,560,Pichu,Emboar,Emboar
133,129,133,Scyther,Seaking,Scyther
551,219,551,Shaymin Land Forme,Girafarig,Shaymin Land Forme
53,461,461,Parasect,Wormadam Trash Cloak,Wormadam Trash Cloak
251,282,282,Phanpy,Marshtomp,Marshtomp
765,444,444,Helioptile,Staraptor,Staraptor
138,521,138,Mega Pinsir,Yanmega,Mega Pinsir
70,49,70,Kadabra,Oddish,Kadabra
293,478,478,Dustox,Mismagius,Mismagius
750,311,750,Doublade,Breloom,Doublade
465,760,465,Pachirisu,Barbaracle,Pachirisu
89,136,136,Magnemite,Magmar,Magmar
204,61,61,Skiploom,Golduck,Golduck
733,381,381,Scatterbug,Armaldo,Armaldo
244,707,707,Delibird,Reshiram,Reshiram
667,602,602,Elgyem,Swadloon,Swadloon
599,187,187,Throh,Pichu,Pichu
795,177,795,Zygarde Half Forme,Furret,Zygarde Half Forme
776,154,154,Sliggoo,Aerodactyl,Aerodactyl
23,41,23,Pidgeot,Clefairy,Pidgeot
325,218,325,Skitty,Wobbuffet,Skitty
43,406,406,Vulpix,Luvdisc,Luvdisc
507,761,507,Finneon,Skrelp,Finneon
733,734,733,Scatterbug,Spewpa,Scatterbug
768,799,799,Tyrantrum,Hoopa Unbound,Hoopa Unbound
313,23,23,Vigoroth,Pidgeot,Pidgeot
531,205,205,Froslass,Jumpluff,Jumpluff
302,433,433,Wingull,Turtwig,Turtwig
247,40,40,Houndour,Nidoking,Nidoking
340,438,340,Mega Manectric,Infernape,Mega Manectric
154,575,154,Aerodactyl,Panpour,Aerodactyl
366,462,366,Altaria,Mothim,Altaria
457,359,359,Bastiodon,Spinda,Spinda
737,792,792,Pyroar,Noivern,Noivern
786,691,786,Gourgeist Small Size,Vullaby,Gourgeist Small Size
620,390,620,Crustle,Dusclops,Crustle
306,417,306,Gardevoir,Registeel,Gardevoir
393,764,393,Absol,Clawitzer,Absol
735,684,735,Vivillon,Golett,Vivillon
664,282,664,Tynamo,Marshtomp,Tynamo
733,719,719,Scatterbug,Chespin,Chespin
150,616,616,Omanyte,Darmanitan Standard Mode,Darmanitan Standard Mode
331,171,171,Aron,Quilava,Quilava
148,104,104,Flareon,Onix,Onix
304,629,629,Ralts,Archeops,Archeops
460,472,472,Wormadam Sandy Cloak,Ambipom,Ambipom
399,341,341,Spheal,Plusle,Plusle
54,349,349,Venonat,Sharpedo,Sharpedo
690,552,552,Braviary,Shaymin Sky Forme,Shaymin Sky Forme
525,88,525,Mamoswine,Mega Slowbro,Mamoswine
39,637,39,Nidorino,Gothorita,Nidorino
634,54,634,Minccino,Venonat,Minccino
174,547,547,Croconaw,Cresselia,Cresselia
4,620,4,Mega Venusaur,Crustle,Mega Venusaur
263,178,263,Raikou,Hoothoot,Raikou
221,745,745,Forretress,Furfrou,Furfrou
542,727,727,Palkia,Greninja,Greninja
155,8,155,Mega Aerodactyl,Mega Charizard X,Mega Aerodactyl
150,457,150,Omanyte,Bastiodon,Omanyte
420,680,420,Latios,Stunfisk,Latios
301,31,301,Swellow,Pikachu,Swellow
339,668,339,Manectric,Beheeyem,Manectric
715,64,715,Keldeo Resolute Forme,Growlithe,Keldeo Resolute Forme
184,367,184,Crobat,Mega Altaria,Crobat
734,53,53,Spewpa,Parasect,Parasect
504,587,587,Croagunk,Woobat,Woobat
323,425,425,Azurill,Primal Groudon,Primal Groudon
750,274,274,Doublade,Grovyle,Grovyle
759,279,279,Binacle,Blaziken,Blaziken
738,692,692,Flabébé,Mandibuzz,Mandibuzz
378,253,253,Lileep,Porygon2,Porygon2
428,672,428,Jirachi,Axew,Jirachi
578,664,664,Musharna,Tynamo,Tynamo
45,421,421,Jigglypuff,Mega Latios,Mega Latios
656,476,476,Alomomola,Lopunny,Lopunny
738,708,738,Flabébé,Zekrom,Flabébé
508,616,616,Lumineon,Darmanitan Standard Mode,Darmanitan Standard Mode
268,616,616,Tyranitar,Darmanitan Standard Mode,Darmanitan Standard Mode
274,61,274,Grovyle,Golduck,Grovyle
359,342,342,Spinda,Minun,Minun
707,140,707,Reshiram,Magikarp,Reshiram
165,532,532,Mega Mewtwo Y,Rotom,Rotom
439,532,532,Piplup,Rotom,Rotom
534,40,534,Wash Rotom,Nidoking,Wash Rotom
780,732,732,Trevenant,Talonflame,Talonflame
607,585,585,Cottonee,Boldore,Boldore
530,169,169,Dusknoir,Meganium,Meganium
115,454,115,Hitmonlee,Cranidos,Hitmonlee
325,249,249,Skitty,Mega Houndoom,Mega Houndoom
196,325,196,Ampharos,Skitty,Ampharos
352,335,335,Wailord,Meditite,Meditite
687,660,687,Bisharp,Ferrothorn,Bisharp
48,435,48,Golbat,Torterra,Golbat
609,446,446,Petilil,Bibarel,Bibarel
423,410,410,Primal Kyogre,Mega Salamence,Mega Salamence
49,698,698,Oddish,Larvesta,Larvesta
492,18,492,Gible,Kakuna,Gible
68,434,68,Poliwrath,  Grotle  ,Poliwrath
456,508,508,Shieldon,Lumineon,Lumineon
772,267,772,Hawlucha,Pupitar,Hawlucha
450,672,450,Luxio,Axew,Luxio
486,710,710,Bronzong,Landorus Therian Forme,Landorus Therian Forme
719,119,119,Chespin,Weezing,Weezing
422,191,422,Kyogre,Togetic,Kyogre
307,251,307,Mega Gardevoir,Phanpy,Mega Gardevoir
133,351,133,Scyther,Wailmer,Scyther
107,705,705,Krabby,Thundurus Incarnate Forme,Thundurus Incarnate Forme
780,283,283,Trevenant,Swampert,Swampert
333,369,369,Aggron,Seviper,Seviper
140,246,140,Magikarp,Skarmory,Magikarp
706,768,706,Thundurus Therian Forme,Tyrantrum,Thundurus Therian Forme
585,228,228,Boldore,Qwilfish,Qwilfish
475,34,475,Buneary,Sandslash,Buneary
594,596,596,Gurdurr,Tympole,Tympole
84,221,84,Ponyta,Forretress,Ponyta
397,10,397,Glalie,Squirtle,Glalie
703,348,703,Tornadus Incarnate Forme,Carvanha,Tornadus Incarnate Forme
679,494,679,Accelgor,Garchomp,Accelgor
434,758,758,  Grotle  ,Malamar,Malamar
452,358,358,Budew,Grumpig,Grumpig
597,689,689,Palpitoad,Rufflet,Rufflet
680,54,54,Stunfisk,Venonat,Venonat
331,30,331,Aron,Arbok,Aron
693,738,693,Heatmor,Flabébé,Heatmor
665,71,71,Eelektrik,Alakazam,Alakazam
761,151,151,Skrelp,Omastar,Omastar
544,16,544,Regigigas,Butterfree,Regigigas
368,325,368,Zangoose,Skitty,Zangoose
524,252,524,Gliscor,Donphan,Gliscor
253,332,253,Porygon2,Lairon,Porygon2
29,630,630,Ekans,Trubbish,Trubbish
673,389,673,Fraxure,Duskull,Fraxure
308,105,308,Surskit,Drowzee,Surskit
114,704,704,Marowak,Tornadus Therian Forme,Tornadus Therian Forme
